s.no,topic,title,url
477,Firebase,Firebase Basics,https://www.youtube.com/playlist?list=PL0vfts4VzfNj28Xp5kmNAdIqABNGhTzKF
478,Firebase,The Firebase Database For SQL Developers,https://www.youtube.com/playlist?list=PLl-K7zZEsYLlP-k-RKFa7RyNPa9_wCH2s
479,Firebase,Curso Firebase: Registro de Usuarios Con Email y Contraseña,https://www.youtube.com/playlist?list=PLPl81lqbj-4JiR1Cio6xEygCZDmZmDUWI
480,Forth,Easy Forth,http://skilldrick.github.io/easyforth/
481,Forth,Programming Forth,http://www.mpeforth.com/arena/ProgramForth.pdf
482,Forth,Forth Tutorial,http://www.softsynth.com/pforth/pf_tut.php
483,Flask,Flask - Quick Guide,https://www.tutorialspoint.com/flask/flask_quick_guide.htm
484,Flask,Flask Quickstart - Official,http://flask.pocoo.org/docs/0.10/quickstart/#quickstart
485,Flask,Introduction to Practical Flask,https://pythonprogramming.net/practical-flask-introduction/
486,Flask,Flask Tutorial,https://flask-tutorial.com
487,Go,The Little Go Book,http://openmymind.net/The-Little-Go-Book/
488,Go,Gophercises: Coding Exercises for Budding Gophers,https://gophercises.com/
489,Go,Web Development w/ Google’s Go (golang) Programming Language,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/go-programming-language/
490,Go,An Introduction to Programming in Go,http://www.golang-book.com/
491,Go,Go Bootcamp [Book],http://www.golangbootcamp.com/book
492,Git,Mastering Git Basics by Tom Preston-Werner,http://vimeo.com/17118008
493,Git,Learn Git (Interactive Tutorial),https://www.codecademy.com/learn/learn-git
494,Git,How to Use Git and GitHub,https://www.udacity.com/course/how-to-use-git-and-github--ud775
495,Git,PDF on Git Internals ,https://github.com/pluralsight/git-internals-pdf
496,Git, Think Like (a) Git,http://think-like-a-git.net/
497,Go,Пишем веб-приложение на Go,https://www.youtube.com/playlist?list=PLGtcqyFrda9474GltUO-7S4KoJVcdLMp4
498,Go,Go by Example,https://gobyexample.com/
499,Go,Build Web Application with Golang,http://astaxie.gitbooks.io/build-web-application-with-golang/content/en/index.html
500,Go,A Tour of Go,https://tour.golang.org/
501,Git,Git and Github,https://online.codingblocks.com/courses/git-github
502,Git,Pro Git Book by Scott Chacon and Ben Straub,http://git-scm.com/book/en/v2
503,Git,git - the simple guide,http://rogerdudler.github.io/git-guide/
504,Git,Git Guru Guide by Atlassian,https://www.atlassian.com/git/tutorials/
505,Git,Git Immersion,http://gitimmersion.com/
506,Go,Go: The Complete Developer's Guide,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/go-the-complete-developers-guide/
507,Go,Network Programming with Go: Essential Skills for Using and Securing Networks,https://www.amazon.com/Network-Programming-Go-Essential-Securing/dp/1484226917/?tag=hackr-20
508,Fortran,Introduction to Programming using Fortran,http://www.egr.unlv.edu/~ed/fortran.html
509,Fortran,Modern Fortran,https://www.manning.com/books/modern-fortran?a_aid=hackrio
510,Forth,A Beginner's Guide to Forth,http://galileo.phys.virginia.edu/classes/551.jvn.fall01/primer.htm
511,Git,Learn Git Branching,https://learngitbranching.js.org/
512,Fortran,Introduction to Modern Fortran,http://people.ds.cam.ac.uk/nmm1/Fortran/index.html
513,Google Cloud Platform,Developing Applications with Google Cloud Platform Specialisation,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=40328&murl=https://www.coursera.org/specializations/developing-apps-gcp
514,Google Cloud Platform,Google Cloud Platform Training Library,https://cloudacademy.com/library/google
515,Google Cloud Platform,GCP: Complete Google Data Engineer and Cloud Architect Guide,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/gcp-data-engineer-and-cloud-architect
516,Google Cloud Platform,Architecting with Google Cloud Platform Specialization,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=40328&murl=https://www.coursera.org/specializations/gcp-architecture
517,Google Analytics,Анализ данных в Google Analytics,https://www.intuit.ru/studies/courses/3623/865/info
518,Google Analytics,Google Analytics Academy,https://analyticsacademy.withgoogle.com/explorer
519,Google Analytics,Google Analytics: Take a Data Driven Approach to Growth,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/google-analytics-insights/
520,Google Analytics,Google Analytics Certification Exam: Get Certified in 2 Days,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/google-analytics-certification/
521,Godot,"GDScript Book - изучение GDScript, уроки GDScript",https://www.youtube.com/playlist?list=PLf0k8CBUad-vQIVwBkgxogtV3VCicXQbs
522,Godot,Godot Engine уроки на русском. Уроки разработки игр на Godot 3,https://www.youtube.com/playlist?list=PLf0k8CBUad-v_J1Xq5XW7FEUHokxSuYnF
523,Godot,30 Days of Godot 2 Tutorials ,http://gdquest.com/tutorial/game-design/godot/30-days-free-game-creation-tutorial
524,Google Cloud Platform,Google Cloud Platform Fundamentals: Core Infrastructure,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=40328&murl=https://www.coursera.org/learn/gcp-fundamentals/
525,Google Cloud Platform,An Introduction to Google Cloud Platform for Data Engineers,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/an-introduction-to-google-cloud-platform-for-data-engineers/
526,Godot,Your First Game with Godot,http://docs.godotengine.org/en/3.0/getting_started/step_by_step/your_first_game.html
527,Godot,Godot Game Engine Tutorial Series,http://www.gamefromscratch.com/page/Godot-Game-Engine-tutorial-series.aspx
528,Google Cloud Platform,Google Cloud Platform Essential Training,https://www.lynda.com/Google-Cloud-Platform-tutorials/Google-Cloud-Platform-Essential-Training/540539-2.html
529,Google Analytics,Introduction to Universal App Campaigns,https://analytics.google.com/analytics/learnwithgoogle/course/1
530,Grails,Grails in Action,https://www.manning.com/books/grails-in-action?a_aid=hackrio
531,Google Apps Scripts,Google Apps Scripts Tutorials by Google,https://developers.google.com/apps-script/articles
532,Growth Hacking,The Complete Digital Marketing Course 2017,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/learn-digital-marketing-course/
533,Growth Hacking,The Ultimate Growth Hacking Sourcebook,https://rocketshp.com/ultimate-growth-hacking-sourcebook/
534,Growth Hacking,Ultimate Guide to Funnel Optimization,http://www.slideshare.net/seanjohnson/ultimate-guide-to-funnel-optimization
535,Growth Hacking,"Growth Hacking 101: Your First 500,000 Users",http://www.slideshare.net/yongfook/growth-hacking-101-your-first-500000-users
536,Growth Hacking,Growth Hacking with Digital Marketing,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/growth-hacking-masterclass-become-a-digital-marketing-ninja/
537,Growth Hacking,How to Design & Track Viral Growth Experiments,https://www.youtube.com/watch?v=0APJlxMjPw4
538,GraphQL,The Fullstack Tutorial for GraphQL,https://www.howtographql.com/
539,GraphQL,Learn Apollo: A Hands-on Tutorial for Apollo GraphQL Client,https://www.learnapollo.com/
540,GraphQL,GraphQL with NodeJs: From Beginner to Advanced Concepts,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/graphql-with-nodejs-from-beginner-to-advanced-concepts
541,GraphQL,GraphQL for Absolute Beginners: The Newbie Guide,https://www.eduonix.com/courses/Web-Development/graphql-for-absolute-beginners-the-newbie-guide
542,GraphQL,GraphQL in Motion,https://www.manning.com/livevideo/graphql-in-motion?a_aid=hackrio
543,GraphQL,"Build a GraphQL server for Node.js, using PostgreSQL/MySQL",https://www.youtube.com/watch?v=DNPVqK_woRQ
544,GraphQL,GraphQL - API по-новому,https://habr.com/company/jugru/blog/428517
545,GraphQL,GraphQL by Example,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/graphql-by-example
546,GraphQL,GraphQL Tutorial,https://www.youtube.com/playlist?list=PL4cUxeGkcC9iK6Qhn-QLcXCXPQUov1U7f
547,GraphQL,Learning Clientside GraphQL with Apollo,https://www.manning.com/livevideo/learning-clientside-graphql-with-apollo?a_aid=hackrio
548,Grails,Mastering Grails. A Comprehensive Grails Course,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/mastering-grails/
549,Grails,Getting Started with Grails,https://www.youtube.com/watch?v=PXHxo43hn34
550,Grails,"Getting Started with Grails, Second Edition",https://www.infoq.com/minibooks/grails-getting-started
551,Grails,Grails Tutorial for Beginners,http://grails.asia/grails-tutorial-for-beginners
552,Grails,Grails 3 - Step By Step,https://leanpub.com/grails3book
553,Groovy,The Complete Apache Groovy Developer Course,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/apache-groovy/
554,Groovy,Groovy and Grails Tutorials,https://www.youtube.com/playlist?list=PLqg1piEvDWZiGsYwYNhihfvQc1aCsM4na
555,Groovy,Groovy Tutorial,https://www.tutorialspoint.com/groovy/index.htm
556,Groovy,The Groovy 2 Tutorial,https://leanpub.com/groovytutorial/read
557,Growth Hacking,Paul Willard on Growth Hacking,https://www.youtube.com/watch?v=SyZOGJHl_a0
558,Growth Hacking,Growth Hacking,http://www.slideshare.net/mattangriffel/growth-hacking
559,Grails,Grails 3: A Practical Guide to Application Development,https://www.grails3book.com/
560,Groovy,Groovy Tutorial,https://www.youtube.com/watch?v=B98jc8hdu9g
561,GraphQL,GraphQL Tutorial,https://selfeducation.app/skill/graphql
562,Hadoop,Bigdata and Hadoop Tutorial,https://www.youtube.com/playlist?list=PL9ooVrP1hQOFrYxqxb0NJCdCABPZNo0pD
563,Hadoop,Hadoop Tutorial,http://www.tutorialspoint.com/hadoop/index.htm
564,Hadoop,Hadoop Illuminated,http://hadoopilluminated.com/index.html
565,Hadoop,Hadoop Platform and Application Framework,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=40328&murl=https://www.coursera.org/learn/hadoop
566,Hadoop,Microsoft Professional Program for Big Data,https://academy.microsoft.com/en-us/professional-program/big-data/
567,Hadoop,Become a Hadoop Developer,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/hadoop-tutorial/
568,Hadoop,Hadoop by Durga Software,https://www.youtube.com/playlist?list=PLpc4L8tPSURCdIXH5FspLDUesmTGRQ39I
569,Hadoop,Hadoop: The Definitive Guide: Storage and Analysis at Internet Scale,https://www.amazon.com/Hadoop-Definitive-Storage-Analysis-Internet/dp/1491901632/?tag=hackr-20
570,Hadoop,Hadoop Tutorial,https://www.youtube.com/playlist?list=PLwwk4BHih4fgJxD7b_hMWfNxVyFLObU5U
571,Hadoop,Learn Hadoop and Big Data by Building Projects,https://www.eduonix.com/courses/Software-Development/Learn-Hadoop-and-Big-Data-by-Building-Projects
572,Haskell,Real World Haskell ,http://book.realworldhaskell.org/read/
573,Haskell,Haskell programming from first principles (Book),http://haskellbook.com
574,Haskell,Introduction to Haskell,http://www.seas.upenn.edu/~cis194/
575,Haskell,Learning Haskell Programming,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/learning-haskell-programming/
576,Haskell,Haskell Fast & Hard,https://www.fpcomplete.com/school/starting-with-haskell/haskell-fast-hard
577,Grunt,De 0 a 100 con Grunt JS,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/de-0-a-100-con-grunt-js
578,Grunt,Grunt makes your web development better,https://www.youtube.com/watch?v=TMKj0BxzVgw
579,Grunt,Grunt JS Tutorials for Beginners,https://www.youtube.com/playlist?list=PL6gx4Cwl9DGA31Z378O2ef9AmpcMxpgh9
580,Grunt,Grunt Setup Complete Frontend Guide,https://www.youtube.com/playlist?list=PLgXapwuYN8kzg3XEFql_56OW9PIn50A_Z
581,Gulp,Introduction to Gulp.js - Stefan Imhoff,http://stefanimhoff.de/2014/gulp-tutorial-1-intro-setup/
582,Gulp,Learning Gulp,https://www.youtube.com/playlist?list=PLLnpHn493BHE2RsdyUNpbiVn-cfuV7Fos
583,Gulp,Automate Web Development With Gulp JS,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/learn-gulp/
584,Growth Hacking,A Developer’s Guide to Growth Hacking,http://blog.fogcreek.com/a-developers-guide-to-growth-hacking-tech-talk/
585,Growth Hacking,Digital Marketing Nanodegree,https://www.udacity.com/course/digital-marketing-nanodegree--nd018
586,Haskell,Программирование на Haskell,https://www.intuit.ru/studies/courses/3652/894/info
587,Haskell,Learn You a Haskell,http://learnyouahaskell.com/chapters
588,Hadoop,Hadoop Tutorials,https://cloudscoop.teachable.com
589,Gulp,Gulp for Beginners,https://css-tricks.com/gulp-for-beginners
590,Information Security & Ethical Hacking,Penetration Testing and Ethical Hacking,https://www.cybrary.it/course/ethical-hacking
591,Information Security & Ethical Hacking,The Complete Hacking Course: Beginner to Advanced!,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/penetration-testing/
592,Information Security & Ethical Hacking,Penetration Testing Student,https://www.elearnsecurity.com/course/penetration_testing_student/
593,Information Security & Ethical Hacking,Learning Exploitation with Offensive Computer Security 2.0,http://howto.hackallthethings.com/2016/07/learning-exploitation-with-offensive.html
594,Information Security & Ethical Hacking,Introduction To Python For Ethical Hacking,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/python-for-ethical-hacking/
595,Information Security & Ethical Hacking,How to Make a Freaking Keylogger - Python Ethical Hacking,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/off-limits-python-build-a-windows-keylogger-using-python-3/
596,Information Security & Ethical Hacking,Hacking Mobile Devices,https://samsclass.info/128/128_S15.shtml
597,Information Security & Ethical Hacking,Hacking Techniques and Intrusion Detection,http://opensecuritytraining.info/HTID.html
598,Information Security & Ethical Hacking,Reverse Engineering for Beginners,http://beginners.re/
599,HTML 5,Introduction to HTML,https://www.codecademy.com/learn/learn-html
600,HTML 5,HTML Beginner Tutorial,http://htmldog.com/guides/html/
601,HTML 5,Introduction to HTML5,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=40328&murl=https://www.coursera.org/learn/html
602,HTML 5,Real World Coding in HTML & CSS,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/web-design-for-beginners-real-world-coding-in-html-css/
603,HTML 5,Projects in HTML5,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/projects-in-html5
604,HTML 5,Dive Into HTML5 by Mark Pilgrim,https://www.amazon.com/HTML5-Up-Running-Mark-Pilgrim/dp/0596806027?tag=hackr-20
605,HTML 5,30 Days To Learn HTML + CSS Course,https://www.youtube.com/playlist?list=PLgGbWId6zgaWZkPFI4Sc9QXDmmOWa1v5F
606,HTML 5,HTML/CSS: Making webpages,https://www.khanacademy.org/computing/computer-programming/html-css
607,Haskell,The Haskell School of Music,http://haskell.cs.yale.edu/wp-content/uploads/2015/03/HSoM.pdf
608,Haskell,Haskell programming ,https://www.youtube.com/playlist?list=PLA6CF1CC303C49F02
609,Haskell,Introduction to Haskell,http://shuklan.com/haskell
610,Haskell,¡Aprende Haskell por el bien de todos!,http://aprendehaskell.es/main.html
611,Hibernate Framework,Hibernate Tutorial,https://javabeginnerstutorial.com/hibernate-tutorial-2
612,Hibernate Framework,High-Performance Hibernate Tutorial,https://vladmihalcea.com/tutorials/hibernate/
613,Hibernate Framework,Java Persistence: Hibernate and JPA Fundamentals,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/hibernate-and-jpa-fundamentals/
614,Hibernate Framework,Hibernate Tutorial for Beginners,https://www.dineshonjava.com/hibernate-3-on-baby-steps
615,Hibernate Framework,Hibernate and Java Persistence API (JPA) Fundamentals,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/hibernate-and-java-persistence-api-jpa-fundamentals/
616,HTML 5,HTML5 Tutorials Playlist ,https://www.youtube.com/playlist?list=PL081AC329706B2953
617,HTML 5,HTML(5) Tutorial by W3Schools,http://www.w3schools.com/HTML/
618,HTML 5,HTML5 Data Visualisation,https://www.packtpub.com/packt/free-ebook/html5-data-visualization-cookbook
619,Ionic,Ionic Tutorials,https://ionicthemes.com/tutorials
620,Ionic,The Ionic Book - Official,http://ionicframework.com/docs/guide/
621,Ionic,Mastering the Ionic Framework,https://thinkster.io/ionic-framework-tutorial
622,Ionic,Ionic Tutorial: Building a complete mobile app with Ionic 3,https://ionicthemes.com/tutorials/about/building-a-complete-mobile-app-with-ionic-3
623,Ionic,Ionic 2 Crash Course,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/ionic2-tutorial/
624,Ionic,Learn Ionic 3 From Scratch,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/learn-ionic-3-from-scratch/
625,iOS Swift,iOS Programming Course,http://www.appcoda.com/ios-programming-course/
626,iOS Swift,  Hacking with Swift,https://www.hackingwithswift.com
627,iOS Swift,The Complete iOS 10 Developer Course,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/complete-ios-10-developer-course/
628,iOS Swift,Code & Design Applications iOS 10 & Swift 3,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/iphone-apps-code-design-applications-ios10-swift-3/
629,iOS Swift, Developing iOS 7 Apps for iPhone and iPad by Stanford,https://itunes.apple.com/us/course/developing-ios-7-apps-for/id733644550
630,Ionic,Curso Ionic: Aprende a crear una aplicación móvil,https://www.youtube.com/playlist?list=PLPl81lqbj-4IzylAHYigeNB_Pob2WGGEG
631,Ionic,Learn Ionic,https://ionicacademy.com
632,Ionic,Ionic 2 pour les développeurs pressés,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/ionic-2-pour-les-developpeurs-presses/
633,Ionic,Curso de Ionic 3 + Firebase,https://www.youtube.com/playlist?list=PLYPjmy5IVxT_uPaY3MSr3dqG9DJTJ-XVC
634,Ionic,Curso de Ionic Framework,https://www.youtube.com/playlist?list=PLYPjmy5IVxT-7FV0uzpG2izFhGoE0Hq2y
635,Java,Head First Java,https://www.amazon.com/Head-First-Java-Kathy-Sierra/dp/0596009208/?tag=hackr-20
636,Java,Complete Java Masterclass,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/java-the-complete-java-developer-course/
637,Java,Java Video Tutorial by Derek Banas,https://www.youtube.com/playlist?list=PLE7E8B7F4856C9B19
638,Java,Java Course - The New Boston,https://www.youtube.com/watch?v=Hl-zzrqQoSE&list=PLFE2CE09D83EE3E28
639,iOS Swift,Developing iOS 11 Apps with Swift,https://itunes.apple.com/in/course/developing-ios-11-apps-with-swift/id1309275316
640,iOS Swift,Ray Wenderlich Tutorials,http://www.raywenderlich.com
641,iOS Swift,iOS 11 & Swift 4 - The Complete iOS App Development Bootcamp,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/ios-11-app-development-bootcamp/
642,iOS Swift,iOS and OS X Development,https://www.objc.io/
643,Information Security & Ethical Hacking,The Complete Cyber Security Course : End point Protection!,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/the-complete-cyber-security-course-end-point-protection/
644,Information Security & Ethical Hacking,Python for Security Professionals,https://www.cybrary.it/course/python/
645,iOS Swift,Practical iOS Networking with URLSession and Alamofire,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/complete-ios-networking-with-urlsession-and-alamofire/
646,Java,Modern Java in Action,https://www.manning.com/books/modern-java-in-action?a_aid=hackrio
647,iOS Swift, iOS Developer Roadmap,https://github.com/BohdanOrlov/iOS-Developer-Roadmap
648,Java Spring Framework,Java Spring Framework Masterclass,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/java-spring-framework-masterclass/
649,Java Spring Framework,Spring Data JPA Tutorial,http://www.petrikainulainen.net/spring-data-jpa-tutorial/
650,Java Spring Framework,"Spring in Action, Fifth Edition",https://www.manning.com/books/spring-in-action-fifth-edition?a_aid=hackrio
651,Java Spring Framework,Learn Spring Boot in 100 Steps - Beginner to Expert,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/spring-boot-tutorial-for-beginners
652,Java Spring Framework,Master Java Web Services and REST API with Spring Boot,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/spring-web-services-tutorial
653,JavaScript,Mozilla Developer Network Javascript Guide,https://developer.mozilla.org/en-US/docs/Web/JavaScript/Guide
654,JavaScript,Introduction to JavaScript,https://scrimba.com/g/gintrotojavascript
655,JavaScript,The Complete JavaScript Course: Build a Real-World Project,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/the-complete-javascript-course/
656,JavaScript,You Don't Know JS,https://github.com/getify/You-Dont-Know-JS/blob/master/README.md
657,JavaScript,JavaScript: Understanding the Weird Parts,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/understand-javascript/
658,JavaScript,Learning JavaScript Design Patterns,http://addyosmani.com/resources/essentialjsdesignpatterns/book/
659,JavaScript,Build 30 things in 30 days with 30 tutorials,https://javascript30.com/
660,JavaScript, JavaScript Fundamentals for Absolute Beginners,http://www.microsoftvirtualacademy.com/training-courses/javascript-fundamentals-for-absolute-beginners
661,Java,Java (Beginner) Programming Tutorials,https://www.youtube.com/playlist?list=PLFE2CE09D83EE3E28
662,Java,A Step by Step Guide to Web Scraping,https://www.javawebscrapinghandbook.com
663,Java,Think Java,http://greenteapress.com/thinkjava/html/index.html
664,JavaScript,JavaScript Bible,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/javascript-bible/
665,JavaScript,Eloquent JavaScript,http://eloquentjavascript.net/
666,JavaScript,The JavaScript Tutorial,http://javascript.info/
667,Java Spring Framework,Integrate Your Spring Boot API with Single-Page Applications,http://codeboje.de/spring-boot-single-page-applications/
668,Java Spring Framework,Spring Framework,https://www.youtube.com/playlist?list=PLC97BDEFDCDD169D7
669,Java Spring Framework,Spring Tutorial For Beginners,https://java2blog.com/introduction-to-spring-framework
670,Java Spring Framework,Spring Boot Tutorial,https://java2blog.com/spring-boot-tutorial
671,Java Spring Framework,Spring Tutorial,https://www.tutorialspoint.com/spring/index.htm
672,Java,Intro to Java Programming,https://www.udacity.com/course/intro-to-java-programming--cs046
673,Java,Object-Oriented programming with Java,http://mooc.fi/courses/2013/programming-part-1/
674,Java,The Java Tutorials by Oracle,https://docs.oracle.com/javase/tutorial/
675,jQuery,The Complete jQuery Course,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/jquery-tutorial/
676,jQuery,jQuery Enlightenment,http://jqueryenlightenment.com/jquery_enlightenment.pdf
677,jQuery,jQuery Tutorials Playlist ,https://www.youtube.com/playlist?list=PL6B08BAA57B5C7810
678,jQuery,jQuery Tutorial,http://www.w3schools.com/jquery/default.asp
679,jQuery,A Smarter Way to Learn jQuery,https://www.amazon.com/Smarter-Way-Learn-jQuery-Remember/dp/1523986468?tag=hackr-20
680,jQuery,Learn jQuery in 15 minutes,https://www.youtube.com/watch?v=v-RC3kJCL4c
681,Jenkins,Jenkins Tutorial | DevOps Tool,https://www.youtube.com/playlist?list=PL9ooVrP1hQOGM6eCsjnfAousUSvpqD8dW
682,Jenkins,Learn Jenkins Step by Step,https://www.youtube.com/playlist?list=PLhW3qG5bs-L_ZCOA4zNPSoGbnVQ-rp_dG
683,Jenkins,Continuous Integration With Jenkins,http://www.vogella.com/tutorials/Jenkins/article.html
684,Jenkins,Jenkins - The Definitive Guide,https://www.bogotobogo.com/DevOps/Jenkins/images/Intro_install/jenkins-the-definitive-guide.pdf
685,Jenkins,Devops Learning Portal - Jenkins,https://devopslearningportal.com/resources/jenkins
686,Jenkins,Learn DevOps with Jenkins: All in One Guide,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/learn-devops-with-jenkins-all-in-one-guide
687,Jenkins,Getting Started With Jenkins Continuous Integration,https://www.pluralsight.com/courses/jenkins-introduction
688,Jenkins,Getting Started with Jenkins (official docs),https://jenkins.io/doc/book/getting-started/
689,Julia,Introduction to Julia - Part 1 | David Sanders,https://www.youtube.com/watch?v=vWkgEddb4-A
690,Julia,Julia tutorials at MIT,https://www.youtube.com/playlist?list=PLP8iPy9hna6Si2sjMkrPY-wt2mEouZgaZ
691,Julia,Julia Tutorials,https://www.youtube.com/playlist?list=PLP8iPy9hna6SCcFv3FvY_qjAmtTsNYHQE
692,Julia,Julia Programming Tutorial,https://www.youtube.com/watch?v=x0lI4omOYTw&list=PLeo1K3hjS3uvHr7N7j3GcMj48SdiTa_19
693,Julia,Julia for the Raspberry Pi,https://juliaberry.github.io
694,Julia,Julia Scientific Programming,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=40328&murl=https://www.coursera.org/learn/julia-programming
695,Julia,A Deep Introduction to Julia for Data Science and Scientific Computing,http://ucidatascienceinitiative.github.io/IntroToJulia/
696,Julia,Julia: A fresh approach to numerical computing,https://arxiv.org/pdf/1411.1607.pdf
697,jQuery,AJAX Made Easy with jQuery,https://www.devsprout.io/jquery-ajax
698,jQuery,Introduction to jQuery,https://www.codecademy.com/learn/learn-jquery
699,Java Spring Framework,﻿﻿﻿﻿Build Your REST API with Spring﻿﻿﻿﻿﻿﻿,http://www.baeldung.com/rest-with-spring-course
700,jQuery,Learn jQuery - Official,http://learn.jquery.com/about-jquery/
701,jQuery,jQuery Fundamentals,http://jqfundamentals.com/
702,Laravel,Eloquent By Example,http://eloquentbyexample.com/
703,Laravel,"Laravel, the Complete Guide with Real World Projects",https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/best-laravel
704,Laravel,Laravel 4 From Scratch,https://laracasts.com/series/laravel-from-scratch
705,Laravel,Learn Laravel PHP Framework,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/learn-laravel-php-framework-building-multi-user-seo-blog-app/
706,Laravel,Laravel From Scratch,https://www.youtube.com/playlist?list=PLillGF-RfqbYhQsN5WMXy6VsDMKGadrJ-
707,Kubernetes,Kubernetes By Example,http://kubernetesbyexample.com/
708,Kubernetes,Kubernetes in Action,https://www.manning.com/books/kubernetes-in-action?a_aid=hackrio
709,Kubernetes,Learn Kubernetes Basics (official docs),https://kubernetes.io/docs/tutorials/kubernetes-basics
710,Kubernetes,Getting Started with Kubernetes,https://play.instruqt.com/public/topics/getting-started-with-kubernetes
711,Kubernetes,Kubernetes On The Cloud & The CNCF CKA Certification,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/kubernetes-cka-on-cloud/learn/v4/overview
712,Kotlin,Kotlin in Action,https://www.manning.com/books/kotlin-in-action?a_aid=hackrio
713,Kotlin,Kotlin for Beginners,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/kotlin-course/
714,Kotlin,Kotlin Tutorial for Beginners: Basics and Fundamentals for Android,https://www.youtube.com/playlist?list=PLlxmoA0rQ-LwgK1JsnMsakYNACYGa1cjR
715,Kotlin,Kotlin for Computer Networking,http://treehouse.7eer.net/c/383034/228915/3944?u=https://teamtreehouse.com/library/kotlin-for-java-developers
